"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30450.9","","","","1"
"2019-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30479.8","","","","1"
"2019-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30519.6","","","","1"
"2019-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30554.4","","","","1"
"2019-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30593.1","","","","1"
"2019-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30649.4","","","","1"
"2019-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30694.3","","","","1"
"2019-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30747.6","","","","1"
"2019-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30791.8","","","","1"
"2019-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30832.4","","","","1"
"2019-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30868.9","","","","1"
"2020-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30907.3","","","","1"
"2020-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30945.1","","","","1"
"2020-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","30988.3","","","","1"
"2020-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31014.2","","","","1"
"2020-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31037.6","","","","1"
"2020-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31070.8","","","","1"
"2020-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31100.2","","","","1"
"2020-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31126.0","","","","1"
"2020-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31154.4","","","","1"
"2020-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31172.3","","","","1"
"2020-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31185.8","","","","1"
"2020-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31193.7","","","","1"
"2021-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31203.9","","","","1"
"2021-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31221.9","","","","1"
"2021-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31235.6","","","","1"
"2021-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31248.1","","","","1"
"2021-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31260.4","","","","1"
"2021-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31287.5","","","","1"
"2021-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31318.8","","","","1"
"2021-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31359.5","","","","1"
"2021-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31393.0","","","","1"
"2021-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31432.6","","","","1"
"2021-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31475.9","","","","1"
"2021-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31518.9","","","","1"
"2022-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31559.4","","","","1"
"2022-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31600.5","","","","1"
"2022-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31642.1","","","","1"
"2022-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31683.5","","","","1"
"2022-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31733.2","","","","1"
"2022-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31781.7","","","","1"
"2022-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31834.3","","","","1"
"2022-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31894.0","","","","1"
"2022-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31948.3","","","","1"
"2022-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32005.2","","","","1"
"2022-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32058.7","","","","1"
"2022-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32111.8","","","","1"
"2023-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32187.9","","","","1"
"2023-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32270.6","","","","1"
"2023-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32355.3","","","","1"
"2023-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32432.5","","","","1"
"2023-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32524.6","","","","1"
"2023-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32617.0","","","","1"
"2023-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32710.3","","","","1"
"2023-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32808.3","","","","1"
"2023-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32896.0","","","","1"
"2023-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","32987.7","","","","1"
"2023-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33077.9","","","","1"
"2023-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33168.3","","","","1"
"2024-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33276.5","","","","1"
"2024-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33373.5","","","","1"
"2024-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33469.5","","","","1"
"2024-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33578.9","","","","1"
"2024-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33685.5","","","","1"
"2024-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33788.3","","","","1"
"2024-07","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33899.8","","","","1"
"2024-08","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","33995.1","","","","1"
"2024-09","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34089.8","","","","1"
"2024-10","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34163.7","","","","1"
"2024-11","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34225.2","","","","1"
"2024-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34285.1","","","","1"
"2025-01","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34340.8","","","","1"
"2025-02","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34388.2","","","","1"
"2025-03","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34440.0","","","","1"
"2025-04","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34493.6","","","","1"
"2025-05","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34530.6","","","","1"
"2025-06","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","34577.2","","","","1"
"2019-02","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20130.7","","","","1"
"2019-03","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20109.1","","","","1"
"2019-04","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20208.2","","","","1"
"2019-05","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20170.4","","","","1"
"2019-06","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20199.9","","","","1"
"2019-07","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20234.5","","","","1"
"2019-08","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20300.2","","","","1"
"2019-09","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20282.2","","","","1"
"2019-10","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20274.5","","","","1"
"2019-11","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20293.7","","","","1"
"2019-12","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20326.2","","","","1"
"2020-01","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20326.2","","","","1"
"2020-02","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20384.8","","","","1"
"2020-03","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","19725.2","","","","1"
"2020-04","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","18631.6","","","","1"
"2020-05","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","19131.2","","","","1"
"2020-06","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","19977.7","","","","1"
"2020-07","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20094.0","","","","1"
"2020-08","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20164.1","","","","1"
"2020-09","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20418.3","","","","1"
"2020-10","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20451.5","","","","1"
"2020-11","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20406.8","","","","1"
"2020-12","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20404.4","","","","1"
"2021-01","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20255.6","","","","1"
"2021-02","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20361.0","","","","1"
"2021-03","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20449.9","","","","1"
"2021-04","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20350.9","","","","1"
"2021-05","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20304.8","","","","1"
"2021-06","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20514.4","","","","1"
"2021-07","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20540.5","","","","1"
"2021-08","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20548.8","","","","1"
"2021-09","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20705.6","","","","1"
"2021-10","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20624.4","","","","1"
"2021-11","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20699.4","","","","1"
"2021-12","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20741.2","","","","1"
"2022-01","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20630.7","","","","1"
"2022-02","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20764.7","","","","1"
"2022-03","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20762.7","","","","1"
"2022-04","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20826.2","","","","1"
"2022-05","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20847.5","","","","1"
"2022-06","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20778.2","","","","1"
"2022-07","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20794.5","","","","1"
"2022-08","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20865.1","","","","1"
"2022-09","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20862.7","","","","1"
"2022-10","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20955.3","","","","1"
"2022-11","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20982.5","","","","1"
"2022-12","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21049.6","","","","1"
"2023-01","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21193.4","","","","1"
"2023-02","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21240.6","","","","1"
"2023-03","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21284.2","","","","1"
"2023-04","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21337.7","","","","1"
"2023-05","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21358.5","","","","1"
"2023-06","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21486.3","","","","1"
"2023-07","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21527.4","","","","1"
"2023-08","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21589.5","","","","1"
"2023-09","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21657.2","","","","1"
"2023-10","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21734.6","","","","1"
"2023-11","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21763.6","","","","1"
"2023-12","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21797.4","","","","1"
"2024-01","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21817.2","","","","1"
"2024-02","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21894.8","","","","1"
"2024-03","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","21956.9","","","","1"
"2024-04","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22060.1","","","","1"
"2024-05","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22081.9","","","","1"
"2024-06","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22140.4","","","","1"
"2024-07","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22138.2","","","","1"
"2024-08","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22220.9","","","","1"
"2024-09","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22237.6","","","","1"
"2024-10","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22259.0","","","","1"
"2024-11","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22367.0","","","","1"
"2024-12","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22422.8","","","","1"
"2025-01","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","22484.0","","","","1"
